657|벨로 판|42|1986-02-26| 
658|오자운|155|1970-12-03| 
659|미츠나카 스스무|203|1989-11-08| 
660|미츠타케 쿠란도|84|1965-10-05| 
661|마이클 크럼|69|1962-01-14| 
662|송유평|118|1951-07-18| 
663|토미 왕|80|1970-01-15| 
664|조니 태버|27|1982-10-29| 
665|닥터 필|102|1983-07-11| 
666|김동민,이주훈|121|1969-04-04| 
667|박소현|203|1981-06-11| 
668|이현주|77|1976-08-18| 
669|장계천|25|1986-09-06| 
670|BC 퍼트니|78|1952-08-13| 
671|페드로 알모도바르|70|1983-06-21| 
672|카리 앤드류스|187|1974-09-16| 
673|유리 모로즈|149|1958-10-08| 
674|테리 마일즈|27|1953-07-28| 
675|화니|126|1956-11-01| 
676|C.나가후쿠|7|1962-02-22| 
677|도리스 되리에|196|1974-09-18| 
678|권수경|22|1980-09-19| 
679|류종헌|140|1981-01-17| 
680|예고르 바라노프|15|1950-11-22| 
681|김태영,이세영|151|1972-12-22| 
682|위트 스틸먼|2|1958-04-08| 
683|크리스토퍼 쟈콥스|183|1966-08-18| 
684|피터 클라릿지|52|1981-08-16| 
685|토드 터커|199|1978-09-27| 
686|브렛 설리반|213|1959-03-05| 
687|장완정|212|1977-01-08| 
688|매트 화이트크로스|40|1953-02-09| 
689|게비 델랄|11|1964-12-12| 
690|마이클 코너스|63|1987-04-02| 
691|박제욱|147|1976-04-22| 
692|마놀로 첼리|86|1974-09-10| 
693|린지 터너|122|1979-02-02| 
694|박홍민|42|1957-02-15| 
695|사쿠라지마 하루오|190|1950-06-23| 
696|샤힌 션 솔리몬|9|1989-06-04| 
697|아이탄 루벤|146|1954-02-03| 
698|이철민,정재혁|177|1966-11-21| 
699|타카오미 오가타|133|1957-04-29| 
700|아드리안 테너|20|1961-02-03| 
701|데이빗 캠벨|44|1956-03-10| 
702|조진모|77|1977-02-12| 
703|카네다 류|107|1952-01-12| 
704|차윤영|204|1964-09-27| 
705|금마성|158|1971-03-22| 
706|김종호|18|1985-12-05| 
707|왕정|68|1969-11-13| 
708|이성태|193|1954-03-26| 
709|이언희|189|1953-04-09| 
710|설효로|73|1953-03-09| 
711|안나 포에스터|47|1988-05-26| 
712|리자 존슨|1|1956-01-19| 
713|카키하라 토시유키|69|1978-06-07| 
714|심광진|192|1986-09-03| 
715|매트 로스|192|1969-05-10| 
716|울리 에델|167|1965-08-12| 
717|카를레스 토렌스|75|1951-09-14| 
718|브라이언 라미레즈|179|1967-08-20| 
719|아오야마 유미코|173|1989-02-28| 
720|스테파노 밀라|92|1959-12-16| 
721|김정오|176|1980-07-05| 
722|아담 비머,에반 비머|122|1979-12-03| 
723|미야시타 신페이|207|1977-02-14| 
724|마르셀로 피네이로|95|1981-05-02| 
725|곽승호|78|1954-07-25| 
726|프리차 송사쿨|167|1960-02-05| 
727|이민|215|1983-09-27| 
728|레나트 다블레티아로프|67|1954-07-08| 
729|오오데라 순고|2|1988-10-14| 
730|미켈 노르가드|162|1977-02-25| 
731|니콜라스 스톨러,더그 스윗랜드|203|1971-07-04| 
732|박정우|94|1984-09-19| 
733|리우비미르 레비츠키|43|1956-01-14| 
734|정가영|107|1969-05-27| 
735|김수현|214|1959-04-09| 
736|미야모토 히로아키|165|1953-05-29| 
737|로이 나이림|167|1982-04-20| 
738|류훈|67|1961-03-23| 
739|아담 스티븐 켈리|61|1950-02-13| 
740|조나단 자쿠보위즈|163|1952-01-22| 
741|가브리엘 립스테인|79|1980-07-04| 
742|에릭 피티|112|1988-04-20| 
743|로버트 킬라오|193|1969-09-21| 
744|조 반델리|76|1968-09-07| 
745|홍지영|113|1975-08-07| 
746|송민규|157|1989-02-27| 
747|힐러리안 뱅크스|147|1987-02-01| 
748|곽요량|178|1971-01-27| 
749|이공희|190|1955-02-07| 
750|다니엘르 톰슨|134|1950-05-20| 
751|안소니 디블라시|73|1983-04-17| 
752|팀 스체|106|1987-06-15| 
753|나단 가바에프|59|1986-02-13| 
754|안도 본|156|1978-09-06| 
755|제임스 프랭코|87|1976-04-05| 
756|크레이그 조벨|164|1955-12-07| 
757|빅터 살바|171|1951-09-15| 
758|이도시|8|1971-02-09| 
759|피터 머비스|147|1984-11-26| 
760|월리스 브라더스|38|1950-05-12| 
761|이리단|32|1972-07-22| 
762|람지 베디아|19|1979-06-13| 
763|조셉 P. 스타츄라|101|1960-02-06| 
764|세스 그로스먼|69|1965-12-22| 
765|데이빗 존스,스콧 휠러|102|1971-08-07| 
766|리치 크리스티아노|110|1974-08-16| 
767|고현창|131|1973-08-20| 
768|루스 플랫|112|1988-02-22| 
769|박선욱|32|1968-10-15| 
770|나가에 타카미|96|1974-06-04| 
771|로저 스포티스우드|126|1952-07-23| 
772|신카이 마코토|48|1973-03-27| 
773|조 베고스|83|1980-04-23| 
774|주지홍|83|1989-11-14| 
775|폴 더드리지|34|1956-06-15| 
776|토시유키 카키바라|216|1987-08-16| 
777|마크 C. 앤드류스|206|1970-11-14| 
778|케네스 카인츠|46|1974-04-07| 
779|포웰 로빈슨,패트릭 로버트 영|124|1955-07-07| 
780|론 클레멘츠,존 머스커|105|1967-02-13| 
781|김소연|126|1973-03-25| 
782|김병준|68|1987-10-14| 
783|맥시밀리언 엘펠트|101|1977-06-16| 
784|김진혁|63|1965-05-12| 
785|김민식|161|1959-02-09| 
786|한재림|120|1958-06-08| 
787|야마우치 켄지|23|1966-07-26| 
788|홍헌표|115|1983-09-19| 
789|조창호|12|1963-03-08| 
790|마르틴 바르네비츠|67|1963-11-14| 
791|김현수|108|1982-02-27| 
792|존 라이트|149|1952-03-11| 
793|이샤오싱|201|1955-08-01| 
794|알리 아바스 자파|167|1972-02-13| 
795|마이클 보노모|190|1956-02-25| 
796|박성수|5|1953-07-25| 
797|릭 비버|159|1953-08-05| 
798|니콜라이 레베데프|111|1963-04-13| 
799|곽회중|156|1970-08-08| 
800|마사키 아이죠|82|1982-11-16| 
801|레베카 밀러|25|1984-08-18| 
802|유진위|17|1970-05-01| 
803|파블로 라라인|180|1977-08-01| 
804|타카하시 와타루|205|1969-02-21| 
805|제임스 최|100|1955-12-06| 
806|다비드 비이어|118|1989-02-11| 
807|기타노 헤지메|19|1974-04-28| 
808|블라드렌 바르베|51|1964-05-14| 
809|우다가와 다이고|46|1972-02-14| 
810|레쉐프 레비|38|1966-03-02| 
811|크리스 맥케이|150|1962-01-27| 
812|에릭 섬머,에릭 와린|48|1963-08-03| 
813|올리버 스톤|202|1974-09-20| 
814|시몬 베호벤|40|1958-04-27| 
815|스즈키 마사하루|193|1968-04-11| 
816|박광현|129|1966-12-01| 
817|타이투스 파|170|1987-10-16| 
818|리사 이모르디노 브릴랜드|74|1970-03-11| 
819|샤밈 샤리프|219|1955-02-21| 
820|제임스 폴리|191|1954-02-02| 
821|마커스 셰이크셰프|208|1981-10-08| 
822|김태수|143|1963-04-07| 
823|바바라 톱소-로첸버그|47|1980-06-07| 
824|카즈히데|204|1984-05-11| 
825|지헌|163|1952-01-10| 
826|아론 레만|209|1987-07-02| 
827|알바로 페르난데즈 아메로|157|1966-02-22| 
828|마르살 포레스|51|1956-03-10| 
829|얀 흐레베이크|144|1965-12-08| 
830|스티븐 스웰|117|1982-04-02| 
831|조셉 와트너체니|55|1964-01-26| 
832|최재후|50|1966-04-24| 
833|오시마 아라타|215|1967-06-12| 
834|장성,토마스 아스트뤽|64|1965-05-20| 
835|김준성|132|1969-01-20| 
836|배리 젠킨스|195|1987-05-08| 
837|주성치|68|1985-01-05| 
838|이주영|213|1980-01-19| 
839|호승충|89|1983-06-16| 
840|채드 스타헬스키|156|1956-09-06| 
841|멜 깁슨|74|1973-02-21| 
842|이토 토모히코|53|1980-10-24| 
843|마니쉬 사르마|129|1968-08-20| 
844|임대웅|82|1964-10-11| 
845|이강림|159|1965-03-05| 
846|다니엘 래거시스|210|1952-07-15| 
847|황정보|129|1982-07-24| 
848|마틴 스콜세지|115|1974-12-01| 
849|이나정|192|1981-07-09| 
850|조재민|88|1988-01-01| 
851|오우치 아이리|194|1989-01-14| 
852|제프 니콜스|105|1955-11-23| 
853|제임스 맨골드|135|1974-10-20| 
854|니잠 라작|74|1952-10-23| 
855|폴 앤드류 윌리엄스|45|1959-02-08| 
856|후지타 켄지|50|1975-12-24| 
857|하마노 사치|100|1980-03-02| 
858|후지타 타츠로|97|1960-12-02| 
859|이현하|110|1967-03-10| 
860|이수연|36|1989-12-11| 
861|박민국|203|1959-12-20| 
862|리차드 핼펀|90|1951-01-15| 
863|마리오 반 피블스|25|1966-07-11| 
864|안소니 루세로|216|1957-02-27| 
865|에리카 러스트|172|1988-05-20| 
866|제프 레이즈너|200|1950-09-24| 
867|로쉬디 젬|110|1959-11-18| 
868|김경원|202|1980-08-27| 
869|한상희|53|1989-07-26| 
870|아담 스핑크스|121|1977-09-04| 
871|하시모토 미츠오|89|1982-08-18| 
872|앤드류 존스|74|1978-02-25| 
873|미카엘 두독 드 비트|216|1956-02-19| 
874|사토 오사무|183|1969-05-21| 
875|존 팰론|146|1955-11-02| 
876|오우사 쿤|61|1988-01-22| 
877|케빈 그루터트|44|1971-02-28| 
878|카와카미 유우|80|1953-02-09| 
879|벤 영거|100|1955-03-26| 
880|티파니 슝|115|1988-12-27| 
881|김재수|6|1982-05-22| 
882|마렌 아데|127|1980-08-17| 
883|크리스피언 밀스,크리스 호프웰|100|1951-02-09| 
884|마렉 베네슈|82|1963-01-19| 
885|토마스 바실레프스키|48|1974-10-06| 
886|스티븐 개건|51|1964-08-08| 
887|오인용|26|1970-03-06| 
888|에밀리오 마르티네즈 라자로|3|1965-08-23| 
889|에란 크리비|26|1958-02-22| 
890|펭 페이|74|1988-10-29| 
891|토마스 비더게인|189|1974-12-15| 
892|김봉한|196|1988-01-18| 
893|위류|45|1984-09-24| 
894|피터 스펜서|65|1951-10-11| 
895|루치아노 세이버|85|1950-12-05| 
896|나현|24|1962-05-19| 
897|데이비드 지달리|107|1952-01-10| 
898|크리스 메이저스|60|1966-10-21| 
899|루퍼트 샌더스|21|1988-01-01| 
900|존 매든|59|1987-09-14| 
901|오우카 하야토|35|1960-01-03| 
902|양경모|123|1956-06-23| 
903|티노 스트럭맨|69|1987-03-09| 
904|당계례|171|1975-12-16| 
905|미셀 로갈스키|134|1953-11-03| 
906|리루이쥔|94|1980-09-13| 
907|이상일|167|1958-10-14| 
908|하라 케이노스케|40|1955-08-25| 
909|이윤호,허서형|213|1975-10-08| 
910|킴 누옌|41|1968-06-03| 
911|첸 카이거|189|1950-11-12| 
912|바바라 윌리스 스위츠|89|1952-09-25| 
913|치쿠도 테츠야|80|1989-10-10| 
914|제이슨 R. 구드|127|1955-11-10| 
915|윤대이|203|1983-06-05| 
916|마츠오카 다이히코|141|1978-11-05| 
917|야마다 아카네|158|1963-02-14| 
918|더스틴 마르첼리노|46|1951-02-25| 
919|유해진|137|1987-08-29| 
920|마틴 잔드블리엣|205|1961-04-21| 
921|하비에르 구티에레즈|178|1974-05-07| 
922|크리스티앙 릴테니우스|42|1967-12-27| 
923|리카르도 아나이즈,마이크 컨켈,라울 가르시아|3|1979-02-15| 
924|모흐센 마흐말바프|196|1962-10-23| 
925|김헌|172|1960-07-14| 
926|욘 가라뇨,호세 마리 고에나가|49|1965-04-16| 
927|주종백|2|1956-03-09| 
928|스와미 M. 칸단|203|1958-08-07| 
929|헨리크 쿠토|179|1955-09-01| 
930|짐 쉐리단|203|1988-11-11| 
931|김형협|38|1983-08-22| 
932|엘리자베스 이토|192|1952-01-02| 
933|스티븐 캔터|2|1953-08-26| 
934|제이미 미첼|179|1974-07-10| 
935|알렉상드르 아반치니|207|1951-06-23| 
936|마이클 그랜다지|49|1987-06-28| 
937|하워드 J. 포드|80|1965-04-01| 
938|아베 노리유키|158|1966-02-24| 
939|아르툠 악세넨코|133|1967-10-05| 
940|T.C. 크리스텐슨|84|1976-04-24| 
941|노무라 카즈야|25|1970-09-18| 
942|크리스토퍼 파파칼리아티스|54|1982-02-19| 
943|최진성|25|1960-04-10| 
944|윤세영|117|1963-06-16| 
945|이반 실베스트리니|87|1970-01-24| 
946|타나다 유키|195|1968-11-07| 
947|스튜어트 하젤딘|184|1981-11-27| 
948|윤학렬|158|1966-10-17| 
949|주척여|75|1960-11-24| 
950|이진|92|1952-02-24| 
951|나초 비갈론도|157|1986-06-27| 
952|저스틴 스틸|92|1980-04-12| 
953|로니 에즈라|28|1950-12-23| 
954|신진우|22|1960-07-16| 
955|로렌스 실버스타인|29|1952-08-05| 
956|에로핑|199|1966-04-29| 
957|믹 잭슨|1|1974-05-23| 
959|자렛 타놀|157|1977-01-17| 
960|문현성|120|1960-08-22| 
961|나루세 코코미|185|1979-02-24| 
962|박인제|214|1969-09-14| 
963|이달,고동우|39|1961-08-10| 
964|타다 슌스케|201|1972-06-09| 
965|나이젤 패터슨|215|1952-03-19| 
966|매튜 워처스|1|1974-04-08| 
967|토미 프레이지어|20|1970-02-16| 
968|마르코 반 벨|145|1965-05-16| 
969|천병철|141|1984-10-10| 
970|캘리 애스버리|109|1950-07-12| 
971|박찬욱|25|1963-08-23|서강대 철학과 졸업. 〈미지왕〉의 김용태 감독과 함께 서강 커뮤니케이션 출신이다. 88년 〈깜동〉의 연출부를 통해 영화계 입문한 후, 예술영화, 작가영화로 출발해 장르영화, B급영화, 컬트영화 등 다양한 영화에 애정을 표현해 왔다.
972|봉준호|25|1969-09-14|연세대학교 사회학과 졸업. 93년 6mm단편 <백색인>이 첫 데뷔작이다. 일상에 대한 위트가 돋보이는 <플란다스의 개>로 정식 데뷔했다.
973|홍상수|25|1960-10-25|1980년 중앙대학교 연극영화과 재학 중 미국으로 유학, 1985 캘리포니아 예술대학교 졸업, 시카고 예술학교 예술학 석사, 1997 한국예술종합대학교영상원 영화과 교수이다.
974|알렉스 커츠만|64|1973-09-07|Wesleyan University 졸업. LA출신, 1996년 데뷔. 작가,PD도로 활동.
975|이창재|25|1967-01-01|한양대 법학 학사. 시카고아트인스티튜트 영화 석사. 중앙대학교 교수.
976|이준익|25|1959-09-21|1987년 광고기획으로 영화계에 발을 디딘 이준익 감독은 파격적인 형식의 가족영화 〈키드캅〉을 연출한 이후 영화사 ㈜씨네월드를 운영해왔다.
977|요아킴 뇌링|64|1972-05-30| 
978|패티 젠킨스|64|1971-07-24| 
979|톰 맥그라스|64|1964-08-07| 
980|정윤철|25|1971-01-01| 
981|정별길|25|1980-08-07| 
982|조던 필레|64|1979-02-21| 
983|츠키카와 쇼|157|1982-08-05| 
984|마츠오카 조지|157|1961-11-01| 
985|테레사 스트로젝|29|1992-06-16|베를린에서 태어난 스트로젝은 어린 시절부터 애니메이션과 아동도서를 연구해왔다. 26세에 독일 영화&TV대학교에서 애니메이션 학위를 취득했고, 독일의 여러 TV 방송국에서 감독, 예술감독, 프리랜서 애니메이션 제작자로 일했다. 최근에는 아동도서 『슈반스타인의 공주, 시빌』의 삽화를 그렸다.
986|스콧 힉스|64|1953-03-04|1990년 각본, 감독, 제작까지 맡은 영화 <세바스찬과 참새>는 프랑크 푸르트 영화제 작품상인 루카스 상을 포함한 3개의 국제 영화제에서 수상을 하였다. 천안문 사건이 일어나기 직전 몇 달동안 중국 인민해방군의 광범위한 자화상을 담은 다큐멘타리 <철의 만리장성(The Great Wall of Iron)>의 공동각본 및 연출을 맡아 국제적으로 큰 반향을 불러 일으켰따. 호주의 비욘드 인터내셔날과 영국의 BBC가 공동제작한 이 다큐멘타리는 1989년 미국에서 방영된 다큐 시리즈 중 최우수 작품으로 선정되어 권위있는 피바디 상을 수상하였고, 디스커버리 채널 역사상 최고의 프로그램으로 평가 받았다. 이어, 비욘드 프로덕션/디스커버리 채널/타임 라이프 비디오를 위해 그가 공동 각본과 연출을 맡은 4시간짜리 시리즈물인 <잠수함시 자신이 세웠떤 디스커버리 채널의 평가 기록을 깨트림과 동시에, 1994년 에미상을 수상하였다.
987|조선호|25|1992-06-16|내생일
988|양선|65|1993-05-16|아이유생일
989|마이클 베이|64|1965-02-17|베이베이마이클베이
990|박문칠|25|1994-01-13|동생생일
991|이사랑|25|1980-11-11|사랑사랑내사랑
992|알렉스 드 라 이글레시아|64|1965-12-04|알렉스 드 라 이글레시아
